2 1 1.4286
2 2 1.2478
2 3 1.0505
2 4 1
3 1 1
3 2 1
3 3 1
3 4 1
3 5 1
3 6 1
3 7 1
3 8 1
3 9 1
4 1 1.0202
4 2 1.1204
4 3 1.2801
4 4 1.3801
4 5 1.4531
4 6 1.4507
4 7 1.398
4 8 1.3098
4 9 1.2514
4 10 1.1993
4 11 1.1814
4 12 1.1471
4 13 1.1445
4 14 1.1271
4 15 1.078
4 16 1
5 1 1.001
5 2 1.0374
5 3 1.1656
5 4 1.3358
5 5 1.6614
5 6 1.7199
5 7 1.7846
5 8 1.5997
5 9 1.516
5 10 1.3789
5 11 1.249
5 12 1.1597
5 13 1.1319
5 14 1.1117
5 15 1.0977
5 16 1.0932
5 17 1.0874
5 18 1.0895
5 19 1.1175
5 20 1.1483
5 21 1.2178
5 22 1.3164
5 23 1.4303
5 24 1.4492
5 25 1
6 1 1.0001
6 2 1.0039
6 3 1.0219
6 4 1.0591
6 5 1.1283
6 6 1.1974
6 7 1.2442
6 8 1.2758
6 9 1.2874
6 10 1.2593
6 11 1.2131
6 12 1.1623
6 13 1.1232
6 14 1.0912
6 15 1.0727
6 16 1.0545
6 17 1.0453
6 18 1.0402
6 19 1.0366
6 20 1.0393
6 21 1.0346
6 22 1.0321
6 23 1.0358
6 24 1.0342
6 25 1.0334
6 26 1.0338
6 27 1.0383
6 28 1.0404
6 29 1.0498
6 30 1.0627
6 31 1.0938
6 32 1.1457
6 33 1.2405
6 34 1.3737
6 35 1.4389
6 36 1
7 1 1
7 2 1.0023
7 3 1.0073
7 4 1.0267
7 5 1.0626
7 6 1.1195
7 7 1.1943
7 8 1.2584
7 9 1.3216
7 10 1.3539
7 11 1.3689
7 12 1.3458
7 13 1.2872
7 14 1.2401
7 15 1.1908
7 16 1.1407
7 17 1.1095
7 18 1.0821
7 19 1.0608
7 20 1.0521
7 21 1.044
7 22 1.0456
7 23 1.0402
7 24 1.043
7 25 1.0432
7 26 1.0426
7 27 1.0375
7 28 1.0408
7 29 1.0382
7 30 1.0357
7 31 1.0395
7 32 1.0402
7 33 1.0427
7 34 1.0421
7 35 1.0428
7 36 1.041
7 37 1.0461
7 38 1.0425
7 39 1.051
7 40 1.051
7 41 1.0683
7 42 1.0836
7 43 1.0995
7 44 1.1334
7 45 1.1656
7 46 1.2535
7 47 1.3584
7 48 1.4195
7 49 1
8 1 1
8 2 1
8 3 1.0036
8 4 1.012
8 5 1.03
8 6 1.0704
8 7 1.1112
8 8 1.1677
8 9 1.2541
8 10 1.3306
8 11 1.3912
8 12 1.4459
8 13 1.4615
8 14 1.4821
8 15 1.4479
8 16 1.3932
8 17 1.3348
8 18 1.2732
8 19 1.2098
8 20 1.1631
8 21 1.1214
8 22 1.0833
8 23 1.0792
8 24 1.0669
8 25 1.0523
8 26 1.0459
8 27 1.0461
8 28 1.0424
8 29 1.0456
8 30 1.0422
8 31 1.0469
8 32 1.0468
8 33 1.0463
8 34 1.0481
8 35 1.0468
8 36 1.0436
8 37 1.0448
8 38 1.0498
8 39 1.0435
8 40 1.0462
8 41 1.0465
8 42 1.0475
8 43 1.0482
8 44 1.046
8 45 1.0468
8 46 1.0503
8 47 1.0493
8 48 1.0526
8 49 1.0528
8 50 1.0565
8 51 1.0606
8 52 1.0603
8 53 1.0613
8 54 1.0618
8 55 1.0635
8 56 1.0703
8 57 1.0853
8 58 1.1054
8 59 1.1395
8 60 1.2063
8 61 1.3268
8 62 1.438
8 63 1.4608
8 64 1
9 1 1
9 2 1.0002
9 3 1.0017
9 4 1.0046
9 5 1.0137
9 6 1.0272
9 7 1.0559
9 8 1.0865
9 9 1.1359
9 10 1.2093
9 11 1.2648
9 12 1.3399
9 13 1.4002
9 14 1.4517
9 15 1.4976
9 16 1.5156
9 17 1.4879
9 18 1.4605
9 19 1.4217
9 20 1.3777
9 21 1.3152
9 22 1.2498
9 23 1.2031
9 24 1.166
9 25 1.1313
9 26 1.0991
9 27 1.0826
9 28 1.0742
9 29 1.0619
9 30 1.0571
9 31 1.055
9 32 1.0534
9 33 1.0581
9 34 1.0541
9 35 1.0544
9 36 1.0498
9 37 1.053
9 38 1.063
9 39 1.0528
9 40 1.0541
9 41 1.0526
9 42 1.0577
9 43 1.0608
9 44 1.0571
9 45 1.0564
9 46 1.0555
9 47 1.0608
9 48 1.0552
9 49 1.0586
9 50 1.0581
9 51 1.0586
9 52 1.0587
9 53 1.0578
9 54 1.0609
9 55 1.0615
9 56 1.0621
9 57 1.0662
9 58 1.0646
