2 1 1
2 2 1
2 3 1
2 4 1
3 1 1
3 2 1
3 3 1
3 4 1
3 5 1
3 6 1
3 7 1
3 8 1
3 9 1
4 1 1.0211
4 2 1.1548
4 3 1.3737
4 4 1.6136
4 5 1.7767
4 6 1.8194
4 7 1.7571
4 8 1.6296
4 9 1.4488
4 10 1.2697
4 11 1.1463
4 12 1.0524
4 13 1.0059
4 14 1.0002
4 15 1
4 16 1
5 1 1.0055
5 2 1.0306
5 3 1.0997
5 4 1.1707
5 5 1.2136
5 6 1.2611
5 7 1.272
5 8 1.2552
5 9 1.2432
5 10 1.236
5 11 1.2332
5 12 1.2127
5 13 1.2109
5 14 1.1834
5 15 1.1159
5 16 1.1096
5 17 1.0679
5 18 1.037
5 19 1.0153
5 20 1.0055
5 21 1.001
5 22 1.0003
5 23 1
5 24 1
5 25 1
6 1 1.0042
6 2 1.0258
6 3 1.0724
6 4 1.1702
6 5 1.2442
6 6 1.3377
6 7 1.3801
6 8 1.413
6 9 1.4316
6 10 1.4526
6 11 1.394
6 12 1.4442
6 13 1.4507
6 14 1.42
6 15 1.4337
6 16 1.4575
6 17 1.4344
6 18 1.4408
6 19 1.4338
6 20 1.3947
6 21 1.3588
6 22 1.3354
6 23 1.2756
6 24 1.1855
6 25 1.1176
6 26 1.1114
6 27 1.0781
6 28 1.0214
6 29 1.0128
6 30 1.0045
6 31 1.0037
6 32 1.0002
6 33 1
6 34 1
6 35 1
6 36 1
7 1 1.0008
7 2 1.0077
7 3 1.0221
7 4 1.0763
7 5 1.1492
7 6 1.2694
7 7 1.3281
7 8 1.3765
7 9 1.5358
7 10 1.51
7 11 1.5181
7 12 1.5677
7 13 1.4932
7 14 1.555
7 15 1.5039
7 16 1.479
7 17 1.4661
7 18 1.5149
7 19 1.5381
7 20 1.4914
7 21 1.5073
7 22 1.4928
7 23 1.4968
7 24 1.5513
7 25 1.481
7 26 1.5652
7 27 1.4744
7 28 1.4833
7 29 1.4164
7 30 1.4138
7 31 1.335
7 32 1.3044
7 33 1.2597
7 34 1.2122
7 35 1.1589
7 36 1.119
7 37 1.0763
7 38 1.0273
7 39 1.0232
7 40 1.0122
7 41 1.0022
7 42 1.0013
7 43 1.0006
7 44 1.0002
7 45 1
7 46 1
7 47 1
7 48 1
7 49 1
8 1 1.0005
8 2 1.0077
8 3 1.0315
8 4 1.1299
8 5 1.3377
8 6 1.5992
8 7 2.0827
8 8 2.3995
8 9 2.7792
8 10 3.2402
8 11 3.3973
8 12 3.3679
8 13 3.822
8 14 3.9184
8 15 4.0856
8 16 3.9193
8 17 3.9806
8 18 3.7436
8 19 4.2069
8 20 4.1556
8 21 4.0392
8 22 3.8466
8 23 4.0257
8 24 4.1368
8 25 4.0299
8 26 3.8359
8 27 3.697
8 28 3.8972
8 29 3.8412
8 30 3.7586
8 31 4.1573
8 32 3.9646
8 33 4.1351
8 34 3.7231
8 35 3.622
8 36 3.5522
8 37 3.467
8 38 3.2541
8 39 2.9636
8 40 2.7137
8 41 2.6268
8 42 2.1679
8 43 1.935
8 44 1.8143
8 45 1.6589
8 46 1.4815
8 47 1.3686
8 48 1.2663
8 49 1.1239
8 50 1.0851
8 51 1.0539
8 52 1.0288
8 53 1.0198
8 54 1.0026
8 55 1.0012
8 56 1.0011
8 57 1.0005
8 58 1.0001
8 59 1
8 60 1
8 61 1
8 62 1
8 63 1
8 64 1
9 1 1.0007
9 2 1.0058
9 3 1.0197
9 4 1.0415
9 5 1.0864
9 6 1.1334
9 7 1.2116
9 8 1.2955
9 9 1.3355
9 10 1.4117
9 11 1.46
9 12 1.5202
9 13 1.6499
9 14 1.665
9 15 1.642
9 16 1.6272
9 17 1.6699
9 18 1.6095
9 19 1.6772
9 20 1.6998
9 21 1.6095
9 22 1.6716
9 23 1.6665
9 24 1.7222
9 25 1.6698
9 26 1.6376
9 27 1.6275
9 28 1.6495
9 29 1.704
9 30 1.6923
9 31 1.6413
9 32 1.6579
9 33 1.6289
9 34 1.7047
9 35 1.6365
9 36 1.6153
9 37 1.6865
9 38 1.6649
9 39 1.6771
9 40 1.5752
9 41 1.6705
9 42 1.627
9 43 1.576
9 44 1.6368
9 45 1.6308
9 46 1.6577
9 47 1.6111
9 48 1.6302
9 49 1.5655
9 50 1.5583
9 51 1.6064
9 52 1.5896
9 53 1.5098
9 54 1.4972
9 55 1.4627
9 56 1.3873
9 57 1.2761
9 58 1.2578
9 59 1.2466
9 60 1.1403
9 61 1.107
9 62 1.0823
9 63 1.0718
9 64 1.0619
9 65 1.0228
9 66 1.0125
9 67 1.0122
9 68 1.0144
9 69 1.0128
9 70 1.0015
9 71 1.0008
9 72 1.0002
9 73 1.0001
9 74 1.0003
9 75 1
9 76 1
9 77 1
9 78 1
9 79 1
9 80 1
9 81 1
