2 1 1
2 2 1
2 3 1
2 4 1
3 1 1
3 2 1
3 3 1
3 4 1
3 5 1
3 6 1
3 7 1
3 8 1
3 9 1
4 1 1
4 2 1
4 3 1
4 4 1
4 5 1
4 6 1
4 7 1
4 8 1
4 9 1
4 10 1
4 11 1
4 12 1
4 13 1
4 14 1
4 15 1
4 16 1
5 1 1.0136
5 2 1.0599
5 3 1.1054
5 4 1.1326
5 5 1.1222
5 6 1.1027
5 7 1.0784
5 8 1.0579
5 9 1.0388
5 10 1.0358
5 11 1.0294
5 12 1.0239
5 13 1.0261
5 14 1.0293
5 15 1.0408
5 16 1.053
5 17 1.0664
5 18 1.0808
5 19 1.082
5 20 1.0771
5 21 1.0551
5 22 1.0319
5 23 1.0092
5 24 1.0013
5 25 1
6 1 1.0003
6 2 1.0032
6 3 1.0088
6 4 1.0142
6 5 1.0123
6 6 1.012
6 7 1.0178
6 8 1.0129
6 9 1.0136
6 10 1.0096
6 11 1.0074
6 12 1.0057
6 13 1.0074
6 14 1.0053
6 15 1.004
6 16 1.0054
6 17 1.0063
6 18 1.0068
6 19 1.0072
6 20 1.0062
6 21 1.0058
6 22 1.0067
6 23 1.0069
6 24 1.0092
6 25 1.0064
6 26 1.0086
6 27 1.0086
6 28 1.0074
6 29 1.005
6 30 1.0063
6 31 1.0038
6 32 1.0021
6 33 1.0008
6 34 1
6 35 1
6 36 1
7 1 1.0057
7 2 1.0357
7 3 1.0918
7 4 1.1137
7 5 1.1222
7 6 1.1203
7 7 1.1006
7 8 1.081
7 9 1.0561
7 10 1.0363
7 11 1.0228
7 12 1.0169
7 13 1.0113
7 14 1.0114
7 15 1.0078
7 16 1.0082
7 17 1.0077
7 18 1.0064
7 19 1.0081
7 20 1.0088
7 21 1.0093
7 22 1.0083
7 23 1.0098
7 24 1.009
7 25 1.0104
7 26 1.0095
7 27 1.0106
7 28 1.0101
7 29 1.0084
7 30 1.0094
7 31 1.0125
7 32 1.0089
7 33 1.0117
7 34 1.0149
7 35 1.0221
7 36 1.0295
7 37 1.0374
7 38 1.0501
7 39 1.0782
7 40 1.0847
