2 1 1.18792
2 2 1.50071
2 3 1.56406
2 4 1
3 1 1
3 2 1
3 3 1
3 4 1
3 5 1
3 6 1
3 7 1
3 8 1
3 9 1
4 1 1.00214
4 2 1.01991
4 3 1.05917
4 4 1.10617
4 5 1.15247
4 6 1.19213
4 7 1.22759
4 8 1.25247
4 9 1.2579
4 10 1.22644
4 11 1.16848
4 12 1.09519
4 13 1.03815
4 14 1.00806
4 15 1.0005
4 16 1
5 1 1.00003
5 2 1.00049
5 3 1.00193
5 4 1.00471
5 5 1.00803
5 6 1.014
5 7 1.01768
5 8 1.02281
5 9 1.02702
5 10 1.0313
5 11 1.03315
5 12 1.03477
5 13 1.03518
5 14 1.03159
5 15 1.02517
5 16 1.01866
5 17 1.01154
5 18 1.00656
5 19 1.00292
5 20 1.00104
5 21 1.00012
5 22 1.00002
5 23 1
5 24 1
5 25 1
6 1 1.00001
6 2 1.00008
6 3 1.00045
6 4 1.00163
6 5 1.00354
6 6 1.00505
6 7 1.00887
6 8 1.01344
6 9 1.01636
6 10 1.02183
6 11 1.03034
6 12 1.03775
6 13 1.04782
6 14 1.0629
6 15 1.08315
6 16 1.10097
6 17 1.12233
6 18 1.14115
6 19 1.15438
6 20 1.15777
6 21 1.15285
6 22 1.13462
6 23 1.11417
6 24 1.08501
6 25 1.05848
6 26 1.03762
6 27 1.02035
6 28 1.01112
6 29 1.00497
6 30 1.00153
6 31 1.00054
6 32 1.00008
6 33 1.00003
6 34 1
6 35 1
6 36 1
7 1 1
7 2 1.00001
7 3 1.0001
7 4 1.00031
7 5 1.00055
7 6 1.00087
7 7 1.00144
7 8 1.00155
7 9 1.00183
7 10 1.00226
7 11 1.0024
7 12 1.00215
7 13 1.00266
7 14 1.0027
7 15 1.00264
7 16 1.00287
7 17 1.00316
7 18 1.00315
7 19 1.00329
7 20 1.00353
7 21 1.00405
7 22 1.00387
7 23 1.00492
7 24 1.00491
