0 2
1 2.0156
2 2.1103
3 2.4754
4 3.6398
5 5.2926
6 8.5151
7 13.0127
8 20.0891
9 27.0207
10 35.0545
11 43.4039
12 51.1363
13 59.5472
14 65.7437
15 70.7777
16 75.4663
17 79.0515
18 81.5896
19 84.0532
20 86.3434
21 87.0867
22 87.6302
23 87.5647
24 89.0261
25 87.7964
26 87.7313
27 88.4195
28 88.221
29 88.5836
30 87.8921
31 88.6533
32 88.1101
33 84.9574
34 86.2224
35 84.0822
36 83.4346
37 82.9439
38 79.896
39 79.5927
40 77.7143
41 74.4665
42 73.8724
43 70.7576
44 68.9031
45 65.014
46 63.945
47 62.4106
48 62.0836
49 61.4914
50 62.4608
51 63.7158
52 67.4041
53 68.6825
54 72.7909
55 75.6992
56 77.4178
57 78.4756
58 77.6663
59 73.9584
60 65.2256
61 53.1951
62 35.807
63 16.9907
64 2
