0 2
1 2.0002
2 2.005
3 2.0198
4 2.0544
5 2.115
6 2.196
7 2.3138
8 2.4598
9 2.6226
10 2.8135
11 3.0104
12 3.2615
13 3.4955
14 3.7585
15 4.0744
16 4.3734
17 4.7278
18 5.1012
19 5.5819
20 6.0001
21 6.523
22 7.1578
23 7.6379
24 8.2618
25 8.9158
26 9.4518
27 10.046
28 10.6096
29 11.0733
30 11.3531
31 11.5894
32 11.6716
33 11.5834
34 11.2882
35 11.047
36 10.5729
37 10.0335
38 9.4852
39 8.9232
40 8.2954
41 7.645
42 7.0408
43 6.4556
44 5.9689
45 5.577
46 5.0932
47 4.7443
48 4.4027
49 4.0233
50 3.7666
51 3.5064
52 3.2577
53 3.0173
54 2.8141
55 2.6414
56 2.4649
57 2.3153
58 2.1949
59 2.1091
60 2.0589
61 2.021
62 2.0043
63 2.0004
64 2
