0 2
1 4.8986
2 8.625
3 13.3614
4 16.5424
5 19.5851
6 21.6238
7 23.319
8 24.8565
9 27.0581
10 28.784
11 31.7602
12 32.7146
13 34.6492
14 36.1869
15 36.844
16 37.8285
17 37.6845
18 36.5944
19 36.4956
20 35.5045
21 34.5065
22 33.0501
23 31.4682
24 29.3163
25 27.4639
26 24.5248
27 22.6319
28 19.9961
29 18.0472
30 15.4153
31 13.4757
32 11.5537
33 9.9096
34 8.5413
35 7.0717
36 5.9065
37 5.1357
38 4.5485
39 3.8657
40 3.425
41 3.0332
42 2.7691
43 2.5874
44 2.4093
45 2.2732
46 2.192
47 2.1261
48 2.0828
49 2.0673
50 2.0471
51 2.0295
52 2.0104
53 2.0088
54 2.0052
55 2.0008
56 2.0016
57 2.0016
58 2
59 2
60 2
61 2
62 2
63 2
64 2
