0 2
1 2.019
2 2.2413
3 3.1761
4 5.5398
5 10.6048
6 19.51
7 32.4296
8 50.18
9 71.2658
10 91.7462
11 115.874
12 139.201
13 153.383
14 166.463
15 180.562
16 188.91
17 191.948
18 198.137
19 196.205
20 200.706
21 200.49
22 200.666
23 199.987
24 202.116
25 200.116
26 196.942
27 202.673
28 199.114
29 198.345
30 202.992
31 194.411
32 196.499
33 191.029
34 189.472
35 187.971
36 176.002
37 170.75
38 160.895
39 151.218
40 137.761
41 121.572
42 107.692
43 93.2099
44 75.9852
45 63.4883
46 49.0113
47 38.3874
48 27.6286
49 19.5361
50 13.8872
51 10.109
52 6.8302
53 4.9628
54 4.0356
55 3.2822
56 2.8598
57 2.5433
58 2.3729
59 2.2442
60 2.1353
61 2.0643
62 2.025
63 2.003
64 2
