0 2
1 2.0032
2 2.0234
3 2.0621
4 2.1367
5 2.2314
6 2.3476
7 2.5414
8 2.8944
9 3.4566
10 4.1777
11 5.9224
12 7.6367
13 10.0278
14 13.7127
15 17.7568
16 22.919
17 27.9381
18 33.8988
19 39.064
20 43.2577
21 47.5593
22 50.5039
23 52.7689
24 54.5635
25 54.8881
26 54.5706
27 53.6411
28 52.5853
29 49.9374
30 48.2995
31 46.4849
32 45.0093
33 42.9377
34 42.2243
35 41.8473
36 41.5206
37 42.0952
38 42.7989
39 44.9991
40 46.5887
41 48.199
42 51.0112
43 51.5435
44 53.9777
45 54.5399
46 55.769
47 54.1272
48 53.3447
49 49.4927
50 45.353
51 40.013
52 34.2039
53 27.702
54 21.4291
55 15.7551
56 10.6685
57 7.7037
58 5.3456
59 4.1143
60 3.3457
61 3.0565
62 2.8784
63 2.6357
64 2
