0 2
1 2.0103
2 2.0795
3 2.2356
4 2.5894
5 3.0985
6 4.049
7 5.0965
8 7.7553
9 10.8461
10 15.2999
11 19.3156
12 26.3454
13 33.7484
14 41.1365
15 48.4517
16 56.0829
17 64.0601
18 70.7181
19 76.8948
20 80.6807
21 84.663
22 90.3989
23 91.5336
24 93.7082
25 95.2809
26 97.0763
27 97.5837
28 99.8242
29 100.117
30 99.271
31 100.706
32 99.0924
33 100.605
34 99.9862
35 100.702
36 99.8092
37 99.5781
38 99.0959
39 99.0124
40 98.8806
41 97.4838
42 94.8954
43 94.0101
44 91.4031
45 88.4016
46 83.9153
47 78.3711
48 72.4184
49 65.632
50 56.9473
51 48.1852
52 40.3557
53 32.1428
54 23.8075
55 17.3931
56 12.3868
57 8.628
58 6.1614
59 4.6935
60 3.6823
61 3.1569
62 2.9092
63 2.6162
64 2
