0 2
1 2.0112
2 2.0634
3 2.195
4 2.408
5 2.7359
6 3.0991
7 3.6404
8 4.3219
9 5.1322
10 6.0757
11 7.0891
12 8.0942
13 8.9351
14 9.8063
15 10.3705
16 10.7401
17 10.721
18 10.4495
19 10.1208
20 9.6768
21 9.2042
22 8.5904
23 8.1138
24 7.7086
25 7.2941
26 6.9456
27 6.657
28 6.3598
29 6.1425
30 5.9236
31 5.6843
32 5.5484
33 5.3793
34 5.2564
35 5.1288
36 4.993
37 4.8892
38 4.7935
39 4.6886
40 4.5793
41 4.4757
42 4.3949
43 4.3398
44 4.24
45 4.1702
46 4.1616
47 4.1713
48 4.1769
49 4.2144
50 4.3493
51 4.5271
52 4.763
53 4.9841
54 5.3571
55 5.7663
56 6.2271
57 6.8092
58 7.5166
59 8.3066
60 8.9451
61 9.3498
62 8.4512
63 5.7073
64 2
