0 2
1 2.01
2 2.0675
3 2.2009
4 2.4289
5 2.7896
6 3.2127
7 3.8125
8 4.7652
9 5.826
10 7.5581
11 9.5845
12 12.1017
13 15.2526
14 18.9065
15 23.5099
16 27.284
17 31.8582
18 36.0134
19 41.8588
20 45.1726
21 49.7193
22 53.9367
23 55.8127
24 58.506
25 60.0222
26 61.9276
27 62.5531
28 64.4197
29 64.4163
30 64.973
31 65.5226
32 65.4331
33 65.3911
34 66.5606
35 64.5453
36 64.4959
37 63.5395
38 62.8739
39 59.6739
40 58.1536
41 55.8145
42 53.108
43 49.3103
44 45.8287
45 41.7076
46 37.1672
47 31.5679
48 28.1138
49 23.1333
50 18.8507
51 15.5719
52 11.7405
53 9.2199
54 7.3218
55 5.9008
56 4.8516
57 3.8651
58 3.2217
59 2.7874
60 2.4104
61 2.1957
62 2.0706
63 2.0099
64 2
