0 2
1 2.0117
2 2.0944
3 2.3265
4 2.9655
5 3.9301
6 5.5933
7 8.204
8 10.8654
9 14.5224
10 18.074
11 22.2171
12 25.0973
13 28.0051
14 30.8405
15 32.6783
16 34.1754
17 35.9614
18 36.6755
19 37.4904
20 38.4146
21 38.285
22 38.9531
23 38.89
24 39.1556
25 38.882
26 39.2759
27 38.3073
28 38.2756
29 37.9181
30 37.2123
31 36.0259
32 34.6003
33 33.7252
34 31.5002
35 29.8479
36 27.3551
37 24.179
38 22.0878
39 19.5826
40 16.6765
41 13.9377
42 11.5834
43 9.5488
44 8.0481
45 6.4543
46 5.4578
47 4.4477
48 3.8898
49 3.2007
50 2.8949
51 2.6371
52 2.4077
53 2.2665
54 2.1734
55 2.1093
56 2.062
57 2.0395
58 2.0168
59 2.0072
60 2.0031
61 2.0009
62 2.0001
63 2
64 2
