0 2
1 2.0093
2 2.0642
3 2.1833
4 2.3632
5 2.5989
6 2.867
7 3.163
8 3.457
9 3.7604
10 4.0362
11 4.3431
12 4.6592
13 4.9904
14 5.3581
15 5.7295
16 6.1754
17 6.652
18 7.0636
19 7.6499
20 8.3262
21 8.936
22 9.9502
23 10.8447
24 12.1772
25 13.1841
26 14.4482
27 15.6756
28 17.6688
29 18.9946
30 20.639
31 22.0953
32 23.8266
33 25.2173
34 26.2621
35 26.8376
36 27.3258
37 27.1443
38 26.9943
39 25.7495
40 24.2479
41 22.5892
42 20.3069
43 18.436
44 16.1187
45 13.2829
46 11.3444
47 9.289
48 7.5697
49 6.2336
50 4.9946
51 4.1661
52 3.4669
53 2.8183
54 2.5287
55 2.3143
56 2.1834
57 2.0795
58 2.0426
59 2.0135
60 2.0046
61 2.0009
62 2.0001
63 2
64 2
