0 2
1 2
2 2.0001
3 2.0013
4 2.0053
5 2.0127
6 2.0277
7 2.0545
8 2.0955
9 2.1472
10 2.2184
11 2.3137
12 2.4059
13 2.5311
14 2.6797
15 2.8392
16 3.0099
17 3.2312
18 3.4424
19 3.6889
20 3.992
21 4.248
22 4.6099
23 4.8951
24 5.2052
25 5.4685
26 5.7343
27 5.9789
28 6.15
29 6.2129
30 6.3618
31 6.388
32 6.4146
33 6.4098
34 6.3574
35 6.2806
36 6.136
37 5.9753
38 5.7404
39 5.4894
40 5.2159
41 4.8868
42 4.6076
43 4.2694
44 3.9332
45 3.7106
46 3.4608
47 3.2041
48 3.0341
49 2.8457
50 2.6689
51 2.5307
52 2.407
53 2.3096
54 2.2166
55 2.1439
56 2.0907
57 2.0573
58 2.0301
59 2.0128
60 2.0053
61 2.0014
62 2
63 2
64 2
