0 2
1 2.0103
2 2.0721
3 2.2031
4 2.405
5 2.7068
6 3.1137
7 3.5673
8 4.3459
9 5.3284
10 6.48
11 7.9748
12 9.9314
13 12.7189
14 15.7048
15 18.8113
16 22.5895
17 25.6464
18 29.4042
19 32.3192
20 35.0716
21 37.2707
22 38.9638
23 40.8969
24 42.3623
25 43.2169
26 43.9716
27 44.2462
28 44.45
29 44.9976
30 44.7759
31 45.4508
32 45.5636
33 45.3863
34 45.1694
35 44.9054
36 44.7239
37 44.167
38 43.2984
39 42.1315
40 41.3754
41 39.5025
42 37.295
43 35.0347
44 32.2365
45 29.2548
46 26.0706
47 23.442
48 19.5773
49 16.0907
50 13.8664
51 11.01
52 9.1217
53 7.4125
54 6.0564
55 4.8266
56 4.168
57 3.5676
58 3.051
59 2.6846
60 2.4095
61 2.2038
62 2.0629
63 2.0101
64 2
