0 2
1 2.0108
2 2.0782
3 2.3319
4 2.959
5 4.2175
6 6.2582
7 9.0285
8 12.7918
9 17.6297
10 22.6558
11 26.8892
12 32.0999
13 37.291
14 40.5797
15 42.9726
16 46.4364
17 48.158
18 49.2146
19 51.0585
20 52.2843
21 52.3884
22 53.4255
23 53.0205
24 52.8875
25 53.2328
26 53.3384
27 53.6587
28 54.7811
29 53.0151
30 52.0988
31 52.1922
32 51.5284
33 50.7894
34 49.525
35 48.398
36 46.534
37 45.1767
38 42.8708
39 40.7343
40 37.3665
41 34.5038
42 31.1225
43 29.1662
44 25.4101
45 22.3774
46 19.3724
47 16.4235
48 14.0563
49 12.1549
50 9.5896
51 8.1216
52 6.1305
53 5.2661
54 4.4638
55 3.6839
56 3.1958
57 2.8586
58 2.5393
59 2.3341
60 2.1939
61 2.0877
62 2.0301
63 2.0044
64 2
