0 2
1 2.0073
2 2.0722
3 2.2345
4 2.6638
5 3.4828
6 5.4116
7 10.1248
8 18.5437
9 27.032
10 43.3408
11 61.2095
12 83.1763
13 103.309
14 127.475
15 145.076
16 163.238
17 173.832
18 185.18
19 192.179
20 195.414
21 197.967
22 201.585
23 198.416
24 200.874
25 200.115
26 203.708
27 197.32
28 197.954
29 198.718
30 201.577
31 195.698
32 198.11
33 205.906
34 201.837
35 200.908
36 197.436
37 194.098
38 188.737
39 182.981
40 173.593
41 159.86
42 142.341
43 129.986
44 109.999
45 89.0154
46 73.0268
47 55.9121
48 43.1466
49 28.2086
50 19.3683
51 13.3163
52 9.0342
53 5.4896
54 3.9203
55 3.116
56 2.8305
57 2.3127
58 2.1855
59 2.0986
60 2.0467
61 2.0163
62 2.0023
63 2.0004
64 2
