0 2
1 2.0542
2 2.5252
3 3.9946
4 6.5515
5 10.7395
6 16.5937
7 23.193
8 30.3397
9 37.2654
10 44.0098
11 49.4664
12 54.3002
13 58.8908
14 60.7241
15 64.3743
16 64.7053
17 66.6376
18 67.6847
19 68.6808
20 69.3425
21 70.1138
22 69.7179
23 70.7045
24 69.1207
25 69.5564
26 69.7707
27 70.5778
28 68.5116
29 67.5722
30 67.0962
31 65.493
32 64.5799
33 62.7134
34 59.3744
35 57.0445
36 52.0857
37 47.9867
38 43.5204
39 37.9438
40 33.2396
41 28.4398
42 22.4673
43 19.1515
44 14.3719
45 11.1009
46 8.7407
47 6.876
48 4.9534
49 3.8354
50 3.0454
51 2.605
52 2.3907
53 2.2022
54 2.1067
55 2.0333
56 2.0115
57 2.0076
58 2.002
59 2.0009
60 2.0001
61 2
62 2
63 2
64 2
